event_id,record_id,user_id,device_id,metric_type,event_time_utc,end_time_utc,numeric_value,unit,sleep_stage,operation,source_last_modified_utc,ingestion_time_utc,schema_version
c3c4af03-11b9-4b47-a1b7-4e8c8875fd37,452fe8c5-cdf2-4934-94e9-2de561cdf7b4,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:09:23Z,,,bpm,,DELETE,2026-07-15T20:16:23Z,2026-07-15T20:16:25Z,1
035c9401-fa69-400f-9063-a9cfa7ccb4ef,41b15abc-d091-4384-993f-4f4909bcc51d,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:08:42Z,,,bpm,,DELETE,2026-07-15T20:15:42Z,2026-07-15T20:15:44Z,1
094265f3-071b-472f-8d6a-11b01d8b95b8,03c3be4f-e834-4034-833e-ad025f08e7f7,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:09:45Z,,85.45,bpm,,UPSERT,2026-07-15T20:14:45Z,2026-07-15T20:14:47Z,1
aab9a707-0196-49e0-9fc3-35a96a7baed1,6fa95560-35e0-46fd-87b6-334ba8c3d524,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:09:15Z,,78.87,bpm,,UPSERT,2026-07-15T20:14:15Z,2026-07-15T20:14:17Z,1
81514e32-311f-49b8-bf69-7a9e07b5a44d,a4e54629-0282-4533-9103-2853d3a5412d,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:53Z,,74.76,bpm,,UPSERT,2026-07-15T20:14:08Z,2026-07-15T20:14:10Z,1
aa8702cf-d3bc-4989-9171-986131725d5b,6ca2a478-a480-441a-abe3-0e240174d654,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:53Z,,8669.0,count,,UPSERT,2026-07-15T20:14:08Z,2026-07-15T20:14:10Z,1
21c0bb57-04a6-40eb-aebf-188de87082aa,56bad432-bacc-4dd9-8be9-1d755324fb21,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:13:53Z,,95.9,percent,,UPSERT,2026-07-15T20:14:08Z,2026-07-15T20:14:10Z,1
13d1ed66-b700-4132-b2b4-ff4f3fb59413,b1c1aec1-5213-43da-b896-b26d7a015ebe,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:13:53Z,,34.13,celsius,,UPSERT,2026-07-15T20:14:08Z,2026-07-15T20:14:10Z,1
a4a7ba15-1fde-4fd7-8339-7a0675a2ecf2,05f0d7e9-f3bc-43ce-bc5d-a76a14d04d33,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:13:53Z,,86.13,score,,UPSERT,2026-07-15T20:14:08Z,2026-07-15T20:14:10Z,1
9e55699a-312a-4133-bb82-0f430665948e,91a91ebf-a5de-4993-b4f7-8bb838c78e11,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:51Z,,86.72,bpm,,UPSERT,2026-07-15T20:14:06Z,2026-07-15T20:14:08Z,1
a6bac028-7206-4e80-ac8d-c4dfcd41e586,226a2ef0-7718-45a1-a560-8d0c55a42aa0,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:51Z,,8654.0,count,,UPSERT,2026-07-15T20:14:06Z,2026-07-15T20:14:08Z,1
c512fb9e-0b37-4659-a1fe-d10aac94d1c7,0d74b6e6-d89e-4bca-9f6d-f3002e2bf475,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:49Z,,71.47,bpm,,UPSERT,2026-07-15T20:14:04Z,2026-07-15T20:14:06Z,1
09a46965-325b-4233-8803-de3a4d829b36,6516971b-0d90-475a-8b54-83344924153a,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:49Z,,8642.0,count,,UPSERT,2026-07-15T20:14:04Z,2026-07-15T20:14:06Z,1
6adfc66d-2798-48a4-ab1f-2c58c01ca245,bb991442-7fd6-4081-8499-19a78b5b9d01,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:47Z,,71.9,bpm,,UPSERT,2026-07-15T20:14:02Z,2026-07-15T20:14:04Z,1
88ec6853-e77a-44af-bcfa-5c09fbba9c36,abf611cb-0a3b-4cc3-a854-1db8126fe9f6,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:47Z,,8635.0,count,,UPSERT,2026-07-15T20:14:02Z,2026-07-15T20:14:04Z,1
69562b8f-99a7-4629-bc87-e69e7189185a,03c3be4f-e834-4034-833e-ad025f08e7f7,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:45Z,,83.45,bpm,,UPSERT,2026-07-15T20:14:00Z,2026-07-15T20:14:02Z,1
b9f42f67-c080-40e2-bf33-5d6c2a403a7c,0629ad7c-0125-4f67-96ed-0c514561d5f8,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:45Z,,8613.0,count,,UPSERT,2026-07-15T20:14:00Z,2026-07-15T20:14:02Z,1
c293f6f3-335a-4937-9e04-6c8201e16079,3f7ec914-ff81-44a2-9858-8879a39a41d5,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:13:45Z,,96.43,percent,,UPSERT,2026-07-15T20:14:00Z,2026-07-15T20:14:02Z,1
68324770-e6a6-4a2d-b3ef-6d7ee534eb77,27dafe0b-aced-4472-a80d-825846bffe3d,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:13:45Z,,34.01,celsius,,UPSERT,2026-07-15T20:14:00Z,2026-07-15T20:14:02Z,1
b2f40dda-5446-49d1-aeef-9b6d7e53f9d4,789d9da8-fb0a-4941-b19a-0c63e6ae96eb,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:43Z,,75.43,bpm,,UPSERT,2026-07-15T20:13:58Z,2026-07-15T20:14:00Z,1
ca35df54-8778-418d-9049-bdd7ccfd1c9a,0911de2d-204e-47b8-af48-9bc28ce5b146,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:43Z,,8602.0,count,,UPSERT,2026-07-15T20:13:58Z,2026-07-15T20:14:00Z,1
6002490e-9291-43d6-96db-d8523e7e9ecd,413b8d3f-b32f-4146-b98d-c10b8a22b1cf,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:41Z,,75.88,bpm,,UPSERT,2026-07-15T20:13:56Z,2026-07-15T20:13:58Z,1
2ecb4f7b-054a-49fc-baaa-d0f908ec99fc,c976f154-c903-48f0-b27a-a331036540d2,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:41Z,,8574.0,count,,UPSERT,2026-07-15T20:13:56Z,2026-07-15T20:13:58Z,1
fdceb362-be14-44c6-b538-725110479d70,7cece116-7a84-4726-87c3-3754800f5c28,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:39Z,,73.32,bpm,,UPSERT,2026-07-15T20:13:54Z,2026-07-15T20:13:56Z,1
c50414df-9990-4010-84bc-6c256d8a522e,45a7d9dd-a808-423d-8885-452a6b719b16,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:39Z,,8564.0,count,,UPSERT,2026-07-15T20:13:54Z,2026-07-15T20:13:56Z,1
9e808568-a6cb-47a6-8430-c1c129ae3c93,e1151c67-cf6b-4941-ae13-4c00324820c6,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:37Z,,75.49,bpm,,UPSERT,2026-07-15T20:13:52Z,2026-07-15T20:13:54Z,1
606cd0de-870d-49ee-a758-d82303397d7e,7530bce3-0736-4400-a611-6e87164d76a1,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:37Z,,8543.0,count,,UPSERT,2026-07-15T20:13:52Z,2026-07-15T20:13:54Z,1
eeaf1547-6968-4fbf-ba52-f6f0c878df20,96eb0565-b60b-44f4-a66d-d33a486ca081,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:13:37Z,,97.06,percent,,UPSERT,2026-07-15T20:13:52Z,2026-07-15T20:13:54Z,1
471ea086-74f1-49a2-985d-fc06542d6599,ab1e2014-dac3-498b-868e-56f704dc65c0,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:13:37Z,,33.59,celsius,,UPSERT,2026-07-15T20:13:52Z,2026-07-15T20:13:54Z,1
591f26ba-030f-4def-9342-c6004b9e3238,fff5995b-bacc-4cc5-befb-cd9290ad5b54,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:13:37Z,,84.06,score,,UPSERT,2026-07-15T20:13:52Z,2026-07-15T20:13:54Z,1
a18775cd-8ede-4faa-a374-6f764c533764,33625930-8414-46f1-84ac-46e2a87f2477,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:08:51Z,,73.39,bpm,,UPSERT,2026-07-15T20:13:51Z,2026-07-15T20:13:53Z,1
51390b9c-7be5-43c2-a35f-2800a2de3077,5155d0c0-6c53-4dc0-abd6-0b6b848e5ceb,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:35Z,,71.89,bpm,,UPSERT,2026-07-15T20:13:50Z,2026-07-15T20:13:52Z,1
1e90d8aa-7794-483e-a918-eb1b4c7010f7,3ec6f9ca-2543-4124-a717-339dc389e7ff,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:35Z,,8518.0,count,,UPSERT,2026-07-15T20:13:50Z,2026-07-15T20:13:52Z,1
5ade332c-b3d6-46a8-ba56-3a51f839d3b0,25d82a8d-c0aa-4f56-8271-8f8b38a3e387,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:33Z,,74.26,bpm,,UPSERT,2026-07-15T20:13:48Z,2026-07-15T20:13:50Z,1
6624cc74-ff4f-406c-a3df-4b43dc71e6da,680c8e79-49c1-4875-beb1-a3db47b69630,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:33Z,,8509.0,count,,UPSERT,2026-07-15T20:13:48Z,2026-07-15T20:13:50Z,1
d1be6352-434d-4a6c-8cfc-d8178cdc62cb,cd5f53b6-3ddd-4f1f-b8cb-d836ad6c996a,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:31Z,,85.12,bpm,,UPSERT,2026-07-15T20:13:46Z,2026-07-15T20:13:48Z,1
41e64baa-eb95-432d-a90b-92baf2efd650,b48fc6e4-88c0-4ae3-968c-fb36ef8328cf,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:31Z,,8498.0,count,,UPSERT,2026-07-15T20:13:46Z,2026-07-15T20:13:48Z,1
f0d2225a-ad95-4f55-9d72-37ccc36e6f55,a3025751-cd96-42c1-ad59-961bf0003bb1,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:29Z,,73.15,bpm,,UPSERT,2026-07-15T20:13:44Z,2026-07-15T20:13:46Z,1
f91b871c-b01e-41d3-b9b8-85fd9d0faa20,531adde9-1c78-45ae-a0c8-e63af3c4b72c,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:29Z,,8485.0,count,,UPSERT,2026-07-15T20:13:44Z,2026-07-15T20:13:46Z,1
66765763-a16d-41bf-9594-51e87401d7f8,cab2265a-f40f-4542-bec7-a191bdc886a4,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:13:29Z,,97.74,percent,,UPSERT,2026-07-15T20:13:44Z,2026-07-15T20:13:46Z,1
82a19348-59e3-4dfa-b0ab-bb0fdc3f569b,f9f5a614-9d54-4438-80f0-c5ad7e6c232e,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:13:29Z,,34.0,celsius,,UPSERT,2026-07-15T20:13:44Z,2026-07-15T20:13:46Z,1
93b441b3-ae00-4bbc-ab58-630897e7aaa0,d7bfadd5-0d7f-4e95-820d-5975afbaf372,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:27Z,,77.33,bpm,,UPSERT,2026-07-15T20:13:42Z,2026-07-15T20:13:44Z,1
9866f128-757d-4917-90ed-fbabcd86c40e,da4e6bde-9e1b-4839-9ae4-d854ea0d7a05,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:27Z,,8461.0,count,,UPSERT,2026-07-15T20:13:42Z,2026-07-15T20:13:44Z,1
d1529c2e-7b7d-435c-a121-ff1774ac3099,805ecf2e-d4f4-4b77-80af-77f219cea6df,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:25Z,,68.81,bpm,,UPSERT,2026-07-15T20:13:40Z,2026-07-15T20:13:42Z,1
7df0f586-33ac-4cc7-ad73-9f89537c05ca,e209910d-bbd2-4a8e-bad4-3e93cc4838d4,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:25Z,,8441.0,count,,UPSERT,2026-07-15T20:13:40Z,2026-07-15T20:13:42Z,1
545d1874-7d17-4349-b75c-7045e22da986,38763b4b-63f6-4727-91a6-6aaf9a5274b5,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:22Z,,77.54,bpm,,UPSERT,2026-07-15T20:13:37Z,2026-07-15T20:13:39Z,1
1993b49a-d92b-413a-83a4-e19cc192865c,c3bd46b7-60f4-42a4-b205-43f9f0ab1f3a,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:22Z,,8418.0,count,,UPSERT,2026-07-15T20:13:37Z,2026-07-15T20:13:39Z,1
5f41de99-7e6e-4e7e-9259-b81f034ff193,a46748e3-4d1e-4968-b87c-19cadbffdabc,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:17Z,,69.61,bpm,,UPSERT,2026-07-15T20:13:32Z,2026-07-15T20:13:34Z,1
f8008c65-05cd-4506-b6b0-fa5e17d31ec7,3791cc04-7814-4e4c-95e9-1d22a588c05c,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:17Z,,9861.0,count,,UPSERT,2026-07-15T20:13:32Z,2026-07-15T20:13:34Z,1
c812ea17-3805-46b5-a610-e24cbd22304a,6fa95560-35e0-46fd-87b6-334ba8c3d524,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:15Z,,76.87,bpm,,UPSERT,2026-07-15T20:13:30Z,2026-07-15T20:13:32Z,1
7767ac6b-a523-4690-a3c7-57229486010f,0f4cde7f-925f-4b5b-81e9-1eb1db71f66c,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:15Z,,9847.0,count,,UPSERT,2026-07-15T20:13:30Z,2026-07-15T20:13:32Z,1
dc785d32-f3b8-4769-8b8c-67afc6b640fa,50db023b-1743-47ef-afb9-3daa16ebe4ed,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:13:15Z,,98.43,percent,,UPSERT,2026-07-15T20:13:30Z,2026-07-15T20:13:32Z,1
228fe615-bea6-458d-acad-170325dda48b,7ff5cc2b-b91a-4a51-bd45-1d91d846e8a0,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:13:15Z,,34.22,celsius,,UPSERT,2026-07-15T20:13:30Z,2026-07-15T20:13:32Z,1
13ffd27d-8080-4d13-b4bf-a2c16b440a73,f3186a8c-fe2d-4ffd-9ea0-9776bf7624ce,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:13:15Z,,85.23,score,,UPSERT,2026-07-15T20:13:30Z,2026-07-15T20:13:32Z,1
8dd05c8d-ff42-4239-8925-8c3925623ace,aa76f8f5-6729-4a31-97e6-a51211153a4c,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:13Z,,76.1,bpm,,UPSERT,2026-07-15T20:13:28Z,2026-07-15T20:13:30Z,1
e9bbae26-9867-4867-b131-f779e05f7c05,8177ccf1-f9b5-4f85-90c2-464ef321f74d,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:13Z,,9836.0,count,,UPSERT,2026-07-15T20:13:28Z,2026-07-15T20:13:30Z,1
5c613790-1409-4fb1-b564-1cd2aeb23bdd,a60841a5-4768-49b6-b378-42499e1ef81b,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:08:27Z,,76.05,bpm,,UPSERT,2026-07-15T20:13:27Z,2026-07-15T20:13:29Z,1
0cceb584-8d98-4ea2-9791-554862e79a91,10b9f3f8-a88f-4200-85e1-891363b7d3e8,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:11Z,,80.13,bpm,,UPSERT,2026-07-15T20:13:26Z,2026-07-15T20:13:28Z,1
b9d60d06-cd68-41a7-83e7-1f71fde7142a,bed0217a-fc48-44fe-a65d-dd7ad27c161b,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:11Z,,9828.0,count,,UPSERT,2026-07-15T20:13:26Z,2026-07-15T20:13:28Z,1
4fd784e0-dfb0-4cc0-bd78-f4e302f564d8,8e97a61f-f4f8-45ed-8157-b3b57aa76a18,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:09Z,,77.05,bpm,,UPSERT,2026-07-15T20:13:24Z,2026-07-15T20:13:26Z,1
a499de91-bf56-4ee0-83ee-ac16d2d2c348,4d3150aa-d3cc-452b-97c6-a604c6d57c0e,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:09Z,,9803.0,count,,UPSERT,2026-07-15T20:13:24Z,2026-07-15T20:13:26Z,1
d32e35fd-e5dc-4aef-9466-0d15999f4c85,d5433e74-712c-4d79-8d5b-f823b73a66a9,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:07Z,,69.28,bpm,,UPSERT,2026-07-15T20:13:22Z,2026-07-15T20:13:24Z,1
ae2e22c9-d0b4-46fe-8c7f-2844a793aa73,d90309f6-1989-43e6-b484-d68e74bcec87,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:07Z,,9777.0,count,,UPSERT,2026-07-15T20:13:22Z,2026-07-15T20:13:24Z,1
50d2d936-9e95-4791-895a-6f536097e89d,6bbb7482-b58f-416a-a05a-31ecf23c64ea,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:13:07Z,,98.4,percent,,UPSERT,2026-07-15T20:13:22Z,2026-07-15T20:13:24Z,1
e751b549-af9c-4d93-9f93-ff9f0e5b6000,fe454502-0fda-43d0-89f0-8655e48d78e3,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:13:07Z,,33.49,celsius,,UPSERT,2026-07-15T20:13:22Z,2026-07-15T20:13:24Z,1
2fc55193-09e2-462f-824e-48f0b1831d20,ad4245e3-e69c-4c4e-82f7-1e928e54b2d7,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:05Z,,85.72,bpm,,UPSERT,2026-07-15T20:13:20Z,2026-07-15T20:13:22Z,1
6a999c71-cc8d-4387-a3b9-33e7e80e37c1,c0061489-b4ec-4e8c-bb8a-4b6c87657bfa,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:05Z,,9749.0,count,,UPSERT,2026-07-15T20:13:20Z,2026-07-15T20:13:22Z,1
d75f34ba-520c-45e9-a457-ca86bcda71c3,94ca63a3-2cdc-4893-8d55-23b4e240e0f6,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:03Z,,68.12,bpm,,UPSERT,2026-07-15T20:13:18Z,2026-07-15T20:13:20Z,1
160607d9-85bd-4c1c-b687-385a5c6d6a9e,cd2c724b-64ec-4f3b-87e8-d3c5bc1cc022,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:03Z,,9743.0,count,,UPSERT,2026-07-15T20:13:18Z,2026-07-15T20:13:20Z,1
fd04955b-dcb1-4920-ace9-7a13c9f908e4,d4873245-8b85-4a6f-91d3-a3dc974e88e9,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:13:01Z,,80.19,bpm,,UPSERT,2026-07-15T20:13:16Z,2026-07-15T20:13:18Z,1
309793f4-dc43-450f-82d3-fc3dc326f1aa,951fe391-4477-4fbf-84c2-6aac8e159583,usr_demo_001,ring_demo_001,steps,2026-07-15T20:13:01Z,,9725.0,count,,UPSERT,2026-07-15T20:13:16Z,2026-07-15T20:13:18Z,1
e8ecd3b1-0359-446a-b1e9-03d41d9309ba,35e300df-bc83-414c-8cf2-a7bf62d451e6,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:59Z,,83.76,bpm,,UPSERT,2026-07-15T20:13:14Z,2026-07-15T20:13:16Z,1
80d2e027-bd2e-4865-a4fc-5a4f895ffbb4,be15f09f-1044-4088-a981-b65fdf453569,usr_demo_001,ring_demo_001,steps,2026-07-15T20:12:59Z,,9721.0,count,,UPSERT,2026-07-15T20:13:14Z,2026-07-15T20:13:16Z,1
a3a2f231-881f-43a2-a8d1-dc38fc8039af,79e558dc-684f-471f-a859-b5eb428a7699,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:12:59Z,,96.66,percent,,UPSERT,2026-07-15T20:13:14Z,2026-07-15T20:13:16Z,1
34ebaa67-e896-42e0-a094-e892fe86b170,ccec05e5-1d55-4886-92e8-d8c5c2b1fc49,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:12:59Z,,33.69,celsius,,UPSERT,2026-07-15T20:13:14Z,2026-07-15T20:13:16Z,1
4cb005c1-522c-42ea-b6d9-93895a9c53fc,9e6087f9-ab38-4a81-8154-355f4069b4c4,usr_demo_001,ring_demo_001,energy_score,2026-07-15T20:12:59Z,,80.88,score,,UPSERT,2026-07-15T20:13:14Z,2026-07-15T20:13:16Z,1
b434ca81-f4ab-47bb-bec9-f0ea4433ca8b,e25f8463-e7e4-40a2-a203-51f1b922e723,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:57Z,,70.72,bpm,,UPSERT,2026-07-15T20:13:12Z,2026-07-15T20:13:14Z,1
b4ea6474-6de8-48c9-8de8-f9918c7f13cc,6ca006d6-146b-455c-90fd-9c8438e69320,usr_demo_001,ring_demo_001,steps,2026-07-15T20:12:57Z,,9706.0,count,,UPSERT,2026-07-15T20:13:12Z,2026-07-15T20:13:14Z,1
46b6f6ee-4d99-4d5d-a97f-ccf3de3e8f93,d7da0108-0f88-48e4-acb0-f9139b8a57ed,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:55Z,,76.25,bpm,,UPSERT,2026-07-15T20:13:10Z,2026-07-15T20:13:12Z,1
2c1d88f8-d432-4c58-9c17-3bf5d17bc5c3,4131087d-0db3-4306-aec2-7036ec5f02c3,usr_demo_001,ring_demo_001,steps,2026-07-15T20:12:55Z,,9685.0,count,,UPSERT,2026-07-15T20:13:10Z,2026-07-15T20:13:12Z,1
545eb057-ef3c-45ec-ae97-82343b570145,d2dd28e7-b185-4e7c-8df6-c3facb5e03d8,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:53Z,,70.52,bpm,,UPSERT,2026-07-15T20:13:08Z,2026-07-15T20:13:10Z,1
c4017023-283a-4353-a587-fc7ca294d2c7,f03e70ee-2acc-4592-9a26-919f3c1c0ef2,usr_demo_001,ring_demo_001,steps,2026-07-15T20:12:53Z,,9674.0,count,,UPSERT,2026-07-15T20:13:08Z,2026-07-15T20:13:10Z,1
1ddcc651-359c-41cb-b3a8-d23715eddcbd,33625930-8414-46f1-84ac-46e2a87f2477,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:51Z,,71.39,bpm,,UPSERT,2026-07-15T20:13:06Z,2026-07-15T20:13:08Z,1
81b3a261-9878-4f4e-bc69-d1303403e71b,8fb78e62-7499-4104-82c9-37facca14a6f,usr_demo_001,ring_demo_001,steps,2026-07-15T20:12:51Z,,9656.0,count,,UPSERT,2026-07-15T20:13:06Z,2026-07-15T20:13:08Z,1
9a21cd83-3948-4536-85b1-b1a0b7e49ec4,76834d2b-af4e-4131-8820-5c639e34d233,usr_demo_001,ring_demo_001,blood_oxygen,2026-07-15T20:12:51Z,,96.58,percent,,UPSERT,2026-07-15T20:13:06Z,2026-07-15T20:13:08Z,1
c066e7f3-0eb1-4e38-807d-9422c4a6c112,9d9a429f-31e6-40f1-a781-82059330f730,usr_demo_001,ring_demo_001,skin_temperature,2026-07-15T20:12:51Z,,33.81,celsius,,UPSERT,2026-07-15T20:13:06Z,2026-07-15T20:13:08Z,1
1d09c146-d81a-4716-b1ea-8a44ff23013e,c10f2caf-6398-4b13-beba-05750ad2a08c,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:49Z,,86.76,bpm,,UPSERT,2026-07-15T20:13:04Z,2026-07-15T20:13:06Z,1
35d502f4-a660-4392-946e-59881857af11,4b16ff99-a3ea-4d44-9bc4-85391162a108,usr_demo_001,ring_demo_001,steps,2026-07-15T20:12:49Z,,9648.0,count,,UPSERT,2026-07-15T20:13:04Z,2026-07-15T20:13:06Z,1
22885b1d-0f35-4290-b5f0-61d953d50d72,affb2e17-e8d6-4058-a8cb-a48e6e980640,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:08:03Z,,73.88,bpm,,UPSERT,2026-07-15T20:13:03Z,2026-07-15T20:13:05Z,1
0953e83f-33c7-4921-bb27-01e6e9d2f02c,7e717260-6bed-46b5-84a3-de2c62be89e2,usr_demo_001,ring_demo_001,heart_rate,2026-07-15T20:12:47Z,,74.93,bpm,,UPSERT,2026-07-15T20:13:02Z,2026-07-15T20:13:04Z,1
