record_id,metric_type,user_id,device_id,event_time_utc,end_time_utc,numeric_value,unit,sleep_stage,source_last_modified_utc,ingestion_time_utc
75e5ec83-da9c-4dae-85e0-e835bab318aa,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T01:34:37Z,,33.54,celsius,,2026-07-02T01:34:52Z,2026-07-15T20:07:46Z
c7d2bb0f-4381-40c4-9f87-37ca4664ba27,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T02:00:00Z,,73.58,bpm,,2026-07-02T02:00:15Z,2026-07-15T20:07:46Z
8a4106e6-68c6-4527-b7ad-dc69fe4cd169,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T02:03:18Z,,96.82,percent,,2026-07-02T02:03:33Z,2026-07-15T20:07:46Z
d80fccfe-efd8-47ea-9e4e-9c7a315e0c4d,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T02:03:18Z,,33.01,celsius,,2026-07-02T02:03:33Z,2026-07-15T20:07:46Z
16c8db7a-688c-48c8-b652-bcbcd7b85800,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T02:30:00Z,,64.18,bpm,,2026-07-02T02:30:15Z,2026-07-15T20:07:46Z
a3a66eac-f9c7-444a-87d8-b7ca993a155c,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T02:32:00Z,,96.07,percent,,2026-07-02T02:32:15Z,2026-07-15T20:07:46Z
3a7619ce-5098-485f-a8d4-932bda701815,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T02:32:00Z,,33.73,celsius,,2026-07-02T02:32:15Z,2026-07-15T20:07:46Z
c8b954ef-29dd-481b-81d7-dd923a3853a0,sleep_stage,usr_demo_001,ring_demo_001,2026-07-02T02:48:46Z,2026-07-02T04:02:46Z,74.0,minutes,REM,2026-07-02T02:49:01Z,2026-07-15T20:07:46Z
d3746e88-6249-41c3-b0f1-d2856b5f7e7b,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T03:00:00Z,,63.17,bpm,,2026-07-02T03:00:15Z,2026-07-15T20:07:46Z
dce927d9-c942-42b2-ae86-4d7032bf9392,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T03:00:41Z,,96.34,percent,,2026-07-02T03:00:56Z,2026-07-15T20:07:46Z
dcd01283-fd46-43dc-bd1a-0c2f4105c175,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T03:00:41Z,,34.24,celsius,,2026-07-02T03:00:56Z,2026-07-15T20:07:46Z
b39dc802-18c7-467d-be5d-d02587a30b22,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T03:29:23Z,,95.82,percent,,2026-07-02T03:29:38Z,2026-07-15T20:07:46Z
76d49103-5cf6-4e44-beef-f983d768eb51,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T03:29:23Z,,33.84,celsius,,2026-07-02T03:29:38Z,2026-07-15T20:07:46Z
52ad4241-644b-4eb5-909e-d549f83a7f6c,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T03:30:00Z,,66.89,bpm,,2026-07-02T03:30:15Z,2026-07-15T20:07:46Z
879d6b67-e4a1-438f-af78-6774df5f69bc,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T03:58:04Z,,95.98,percent,,2026-07-02T03:58:19Z,2026-07-15T20:07:46Z
01e720b3-35a2-415a-93d0-97ba622d2fb2,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T03:58:04Z,,33.74,celsius,,2026-07-02T03:58:19Z,2026-07-15T20:07:46Z
b2aff896-99da-4420-9f14-7cb5334badca,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T04:00:00Z,,72.77,bpm,,2026-07-02T04:00:15Z,2026-07-15T20:07:46Z
8aed73fc-a4e7-45ba-bf37-d290e1b18b85,sleep_stage,usr_demo_001,ring_demo_001,2026-07-02T04:02:46Z,2026-07-02T04:24:46Z,22.0,minutes,AWAKE,2026-07-02T04:03:01Z,2026-07-15T20:07:46Z
3f229a28-d77d-4241-a016-ba75addb63fe,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T04:26:46Z,,97.15,percent,,2026-07-02T04:27:01Z,2026-07-15T20:07:46Z
e55e0a30-8c01-495e-8e93-b1e74c1f457e,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T04:26:46Z,,34.36,celsius,,2026-07-02T04:27:01Z,2026-07-15T20:07:46Z
be66de8d-22e2-4dd1-9864-c419f89d0499,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T04:30:00Z,,76.44,bpm,,2026-07-02T04:30:15Z,2026-07-15T20:07:46Z
19994243-68a2-49bf-82ab-b51734ccfe04,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T05:00:00Z,,68.04,bpm,,2026-07-02T05:00:15Z,2026-07-15T20:07:46Z
b064fe4b-709b-49ca-94b0-88f44103057d,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T05:30:00Z,,69.29,bpm,,2026-07-02T05:30:15Z,2026-07-15T20:07:46Z
f5c85d03-041f-474e-9a36-4dd95ff67c62,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T06:00:00Z,,64.33,bpm,,2026-07-02T06:00:15Z,2026-07-15T20:07:46Z
bfa75743-a7e3-40b2-8428-72403d70984f,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T06:30:00Z,,62.04,bpm,,2026-07-02T06:30:15Z,2026-07-15T20:07:46Z
0d267319-7f12-44f5-bc97-bfb570f3ce0a,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T07:00:00Z,,70.68,bpm,,2026-07-02T07:00:15Z,2026-07-15T20:07:46Z
28055405-af56-4bbb-b86e-dfd7530a76a9,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T07:30:00Z,,66.23,bpm,,2026-07-02T07:30:15Z,2026-07-15T20:07:46Z
f7d7d441-8c2e-41e8-aa04-90fafd6a5e4d,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T08:00:00Z,,78.37,bpm,,2026-07-02T08:00:15Z,2026-07-15T20:07:46Z
19752042-3426-492f-aa3a-9117df51a56c,energy_score,usr_demo_001,ring_demo_001,2026-07-02T08:00:00Z,,73.0,score,,2026-07-02T08:00:15Z,2026-07-15T20:07:46Z
c731d4f9-a321-46c6-b308-05c3bf2523c6,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T08:30:00Z,,81.43,bpm,,2026-07-02T08:30:15Z,2026-07-15T20:07:46Z
6efda2de-9d73-4c99-a459-a3905a203f75,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T09:00:00Z,,73.08,bpm,,2026-07-02T09:00:15Z,2026-07-15T20:07:46Z
fee8600d-07e3-4826-973f-33504bbc315a,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T09:30:00Z,,72.75,bpm,,2026-07-02T09:30:15Z,2026-07-15T20:07:46Z
bd922815-9a73-4009-8902-6b7869f0f27b,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T10:00:00Z,,76.35,bpm,,2026-07-02T10:00:15Z,2026-07-15T20:07:46Z
86c36a7f-b1a0-4b3d-8d51-83f6b6e05714,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T10:30:00Z,,79.84,bpm,,2026-07-02T10:30:15Z,2026-07-15T20:07:46Z
6a3b631e-5246-4823-ac56-5bcf02df459b,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T11:00:00Z,,76.61,bpm,,2026-07-02T11:00:15Z,2026-07-15T20:07:46Z
3a0ef841-e472-40c9-acaa-b11d349d9c79,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T11:30:00Z,,69.07,bpm,,2026-07-02T11:30:15Z,2026-07-15T20:07:46Z
9164441a-4623-4017-a6e0-7249610e4252,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T12:00:00Z,,83.6,bpm,,2026-07-02T12:00:15Z,2026-07-15T20:07:46Z
064f9fab-2606-4a29-867a-27bae9bfff0b,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T12:30:00Z,,92.48,bpm,,2026-07-02T12:30:15Z,2026-07-15T20:07:46Z
9fadb048-040d-4843-b4ca-8843b657bfae,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T13:00:00Z,,77.44,bpm,,2026-07-02T13:00:15Z,2026-07-15T20:07:46Z
a6840e41-5044-413c-890c-e9c1810cfab5,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T13:30:00Z,,64.27,bpm,,2026-07-02T13:30:15Z,2026-07-15T20:07:46Z
0d7dc02c-73ab-4b00-afb7-b72072e0c488,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T14:00:00Z,,72.79,bpm,,2026-07-02T14:00:15Z,2026-07-15T20:07:46Z
40a71850-4711-4fdf-917f-70001e90b213,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T14:30:00Z,,79.01,bpm,,2026-07-02T14:30:15Z,2026-07-15T20:07:46Z
d22cc49b-acab-4a85-aa37-ef24c2720bbb,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T15:00:00Z,,73.88,bpm,,2026-07-02T15:00:15Z,2026-07-15T20:07:46Z
bed32bf3-beb1-4eb6-bba5-c641195a2137,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T15:30:00Z,,77.76,bpm,,2026-07-02T15:30:15Z,2026-07-15T20:07:46Z
54dffe00-0416-4aa3-8b32-d8b99e71f60b,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T16:00:00Z,,96.39,bpm,,2026-07-02T16:00:15Z,2026-07-15T20:07:46Z
29509d4c-0d66-4d8c-a101-fc7862b5f88b,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T16:30:00Z,,80.82,bpm,,2026-07-02T16:30:15Z,2026-07-15T20:07:46Z
3894bdd5-2756-417a-8872-5c84468c69f9,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T17:00:00Z,,93.02,bpm,,2026-07-02T17:00:15Z,2026-07-15T20:07:46Z
50260542-af6d-4a86-ae45-45554d850b56,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T17:30:00Z,,79.64,bpm,,2026-07-02T17:30:15Z,2026-07-15T20:07:46Z
6644bbf4-231e-4ff2-8bd8-9d65f4c4311d,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T18:00:00Z,,66.72,bpm,,2026-07-02T18:00:15Z,2026-07-15T20:07:46Z
479dcf0b-76a2-45af-a5c5-a31e4ac37233,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T18:30:00Z,,96.8,bpm,,2026-07-02T18:30:15Z,2026-07-15T20:07:46Z
c84e3c62-3392-4b85-a146-5312275f846d,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T19:00:00Z,,81.12,bpm,,2026-07-02T19:00:15Z,2026-07-15T20:07:46Z
d42f0d7f-bed5-4d60-a1b9-a0b61d36a887,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T19:30:00Z,,68.68,bpm,,2026-07-02T19:30:15Z,2026-07-15T20:07:46Z
e546435a-3353-4082-8d75-27b2b0757f5c,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T20:00:00Z,,72.15,bpm,,2026-07-02T20:00:15Z,2026-07-15T20:07:46Z
79b6b7b2-d61e-4595-b8ef-30d760a01dd5,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T20:30:00Z,,65.49,bpm,,2026-07-02T20:30:15Z,2026-07-15T20:07:46Z
4ef21450-94a2-4052-84c9-776d985a4f80,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T21:00:00Z,,75.28,bpm,,2026-07-02T21:00:15Z,2026-07-15T20:07:46Z
8ed0b2b5-b68c-442d-b86a-6e4da6374bb4,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T21:30:00Z,,78.76,bpm,,2026-07-02T21:30:15Z,2026-07-15T20:07:46Z
c23b05be-55dc-4e47-aca0-7ffb85bd0dcd,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T22:00:00Z,,79.19,bpm,,2026-07-02T22:00:15Z,2026-07-15T20:07:46Z
99bd24c1-0955-4316-9dbf-db170180e7be,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T22:30:00Z,,73.86,bpm,,2026-07-02T22:30:15Z,2026-07-15T20:07:46Z
c374d573-e0b6-4262-91e6-e0a828ab3e9c,sleep_session,usr_demo_001,ring_demo_001,2026-07-02T22:31:13Z,2026-07-03T06:24:13Z,473.0,minutes,,2026-07-02T22:31:28Z,2026-07-15T20:07:46Z
e4a5a7ef-2919-4338-959e-7bc0728c5413,sleep_stage,usr_demo_001,ring_demo_001,2026-07-02T22:31:13Z,2026-07-03T00:05:13Z,94.0,minutes,DEEP,2026-07-02T22:31:28Z,2026-07-15T20:07:46Z
bf84632a-847f-4c2c-a37f-e407d053662e,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T22:31:13Z,,96.59,percent,,2026-07-02T22:31:28Z,2026-07-15T20:07:46Z
c0c23ffc-cca7-4940-b090-f5def67c81b9,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T22:31:13Z,,34.06,celsius,,2026-07-02T22:31:28Z,2026-07-15T20:07:46Z
e34df674-0234-43a1-8d21-4d0e37b74dd0,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T23:00:00Z,,77.02,bpm,,2026-07-02T23:00:15Z,2026-07-15T20:07:46Z
b42f5336-dd3c-4b30-a7c5-01f09d8d234a,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T23:07:36Z,,97.47,percent,,2026-07-02T23:07:51Z,2026-07-15T20:07:46Z
5c7859e3-c345-4d70-9806-424c62cbb272,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T23:07:36Z,,33.62,celsius,,2026-07-02T23:07:51Z,2026-07-15T20:07:46Z
4ceb02ad-6afd-408e-9464-37ba08444aaf,heart_rate,usr_demo_001,ring_demo_001,2026-07-02T23:30:00Z,,64.85,bpm,,2026-07-02T23:30:15Z,2026-07-15T20:07:46Z
4cf29b8b-697f-4ef4-90fe-45ca4119e074,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-02T23:43:59Z,,97.35,percent,,2026-07-02T23:44:14Z,2026-07-15T20:07:46Z
d0345f08-6f18-4fac-b9d4-5685852757e8,skin_temperature,usr_demo_001,ring_demo_001,2026-07-02T23:43:59Z,,33.46,celsius,,2026-07-02T23:44:14Z,2026-07-15T20:07:46Z
6fea1a16-87ba-43c9-9f44-6e9c255c702f,steps,usr_demo_001,ring_demo_001,2026-07-02T23:55:00Z,,9284.0,count,,2026-07-02T23:55:15Z,2026-07-15T20:07:46Z
c0cdec5c-909e-4e9b-85ef-705e9ff73574,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T00:00:00Z,,52.44,bpm,,2026-07-03T00:00:15Z,2026-07-15T20:07:46Z
6f4e6e24-1dc0-4b45-a6ae-4e306924b271,sleep_stage,usr_demo_001,ring_demo_001,2026-07-03T00:05:13Z,2026-07-03T04:20:13Z,255.0,minutes,LIGHT,2026-07-03T00:05:28Z,2026-07-15T20:07:46Z
65983d69-8201-4e4d-9de1-164f452084bd,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T00:20:22Z,,99.59,percent,,2026-07-03T00:20:37Z,2026-07-15T20:07:46Z
4616a3aa-3a67-458c-9439-b7d93b436ddd,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T00:20:22Z,,34.22,celsius,,2026-07-03T00:20:37Z,2026-07-15T20:07:46Z
97a4af24-c21a-46d2-987b-a83a29c209f4,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T00:30:00Z,,77.84,bpm,,2026-07-03T00:30:15Z,2026-07-15T20:07:46Z
fa27b2ef-3d0b-4af3-bcb3-2aa04e941520,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T00:56:45Z,,97.79,percent,,2026-07-03T00:57:00Z,2026-07-15T20:07:46Z
799a472a-1e2a-42d8-b54a-3927f06731f9,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T00:56:45Z,,33.01,celsius,,2026-07-03T00:57:00Z,2026-07-15T20:07:46Z
bff6aa6a-61bf-4118-8412-e1696ce3c273,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T01:00:00Z,,58.02,bpm,,2026-07-03T01:00:15Z,2026-07-15T20:07:46Z
dda81c7f-2f87-47cc-b443-8d3897b8e1cf,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T01:30:00Z,,75.58,bpm,,2026-07-03T01:30:15Z,2026-07-15T20:07:46Z
e5d6b683-f84a-4d0b-b6cc-02cf157e3397,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T01:33:08Z,,98.09,percent,,2026-07-03T01:33:23Z,2026-07-15T20:07:46Z
abc567d8-bee6-498d-8a88-f9ce8c7fe732,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T01:33:08Z,,33.5,celsius,,2026-07-03T01:33:23Z,2026-07-15T20:07:46Z
fdb4e16c-81bf-4d80-9846-a67563662e05,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T02:00:00Z,,61.87,bpm,,2026-07-03T02:00:15Z,2026-07-15T20:07:46Z
5df36f57-da7c-4ae0-92f0-eefe21c12600,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T02:09:31Z,,97.16,percent,,2026-07-03T02:09:46Z,2026-07-15T20:07:46Z
bc368b66-618a-4e5d-99c7-07701cb5dbf6,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T02:09:31Z,,34.15,celsius,,2026-07-03T02:09:46Z,2026-07-15T20:07:46Z
2eadba1c-aeee-4f42-a8b0-a14b1a344953,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T02:30:00Z,,55.27,bpm,,2026-07-03T02:30:15Z,2026-07-15T20:07:46Z
43c568fe-f139-4b50-93b2-6b84e0f6dec0,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T02:45:54Z,,96.88,percent,,2026-07-03T02:46:09Z,2026-07-15T20:07:46Z
ee0235e8-797e-4284-9ae3-91ce29b316b2,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T02:45:54Z,,34.15,celsius,,2026-07-03T02:46:09Z,2026-07-15T20:07:46Z
41c19665-8074-408b-86a9-538389c09a0d,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T03:00:00Z,,68.54,bpm,,2026-07-03T03:00:15Z,2026-07-15T20:07:46Z
36774b28-320c-4793-910b-b1e303090c0a,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T03:22:17Z,,97.43,percent,,2026-07-03T03:22:32Z,2026-07-15T20:07:46Z
56bb0141-5be1-44ec-a594-e6ad8338ea34,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T03:22:17Z,,33.92,celsius,,2026-07-03T03:22:32Z,2026-07-15T20:07:46Z
5f0693bf-73b8-4925-a022-04e2cfa9abf5,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T03:30:00Z,,58.47,bpm,,2026-07-03T03:30:15Z,2026-07-15T20:07:46Z
68ea0426-14d9-4108-8d98-c381b9e9bd32,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T03:58:40Z,,97.33,percent,,2026-07-03T03:58:55Z,2026-07-15T20:07:46Z
03aef269-aded-4d88-817a-e9626c71aec6,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T03:58:40Z,,33.77,celsius,,2026-07-03T03:58:55Z,2026-07-15T20:07:46Z
d5a1839f-d184-4bf0-ae94-7ca30d55a311,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T04:00:00Z,,60.24,bpm,,2026-07-03T04:00:15Z,2026-07-15T20:07:46Z
50915e27-9066-4b33-853d-177dfcff8dfd,sleep_stage,usr_demo_001,ring_demo_001,2026-07-03T04:20:13Z,2026-07-03T05:54:13Z,94.0,minutes,REM,2026-07-03T04:20:28Z,2026-07-15T20:07:46Z
f1fe43c0-94d2-4a60-9237-78ec9a8f27dd,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T04:30:00Z,,68.4,bpm,,2026-07-03T04:30:15Z,2026-07-15T20:07:46Z
8af66a75-f387-4752-bea7-909e85548fc2,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T04:35:03Z,,96.89,percent,,2026-07-03T04:35:18Z,2026-07-15T20:07:46Z
9302ff90-a38b-497b-9762-fd2c45917ef3,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T04:35:03Z,,33.42,celsius,,2026-07-03T04:35:18Z,2026-07-15T20:07:46Z
74f3a366-bc37-4a70-9506-604483b084d0,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T05:00:00Z,,58.84,bpm,,2026-07-03T05:00:15Z,2026-07-15T20:07:46Z
567de2c6-42c2-4f26-8a11-926b8a1991e0,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T05:11:26Z,,94.92,percent,,2026-07-03T05:11:41Z,2026-07-15T20:07:46Z
55b291c1-7ff3-44f2-be92-7f6b6f52ea62,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T05:11:26Z,,34.21,celsius,,2026-07-03T05:11:41Z,2026-07-15T20:07:46Z
7cdcdcc9-5c1d-4572-a378-1572db9ae407,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T05:30:00Z,,71.72,bpm,,2026-07-03T05:30:15Z,2026-07-15T20:07:46Z
96f26a22-8fb9-4cc8-b723-b2ae258b6d9d,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T05:47:50Z,,97.72,percent,,2026-07-03T05:48:05Z,2026-07-15T20:07:46Z
90f3e2f7-bf1d-41e4-a49a-c368a9ffc3b8,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T05:47:50Z,,33.79,celsius,,2026-07-03T05:48:05Z,2026-07-15T20:07:46Z
d749b18c-9d0d-4054-97bd-b2fad4cb6622,sleep_stage,usr_demo_001,ring_demo_001,2026-07-03T05:54:13Z,2026-07-03T06:22:13Z,28.0,minutes,AWAKE,2026-07-03T05:54:28Z,2026-07-15T20:07:46Z
2c036dd2-7111-4c33-b12e-0c6c13bd3413,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T06:00:00Z,,68.42,bpm,,2026-07-03T06:00:15Z,2026-07-15T20:07:46Z
518f1b21-39e1-4b7f-a270-caf8489013e8,blood_oxygen,usr_demo_001,ring_demo_001,2026-07-03T06:24:13Z,,96.61,percent,,2026-07-03T06:24:28Z,2026-07-15T20:07:46Z
6ce91df9-42db-4aa9-a416-f57530f3f633,skin_temperature,usr_demo_001,ring_demo_001,2026-07-03T06:24:13Z,,33.6,celsius,,2026-07-03T06:24:28Z,2026-07-15T20:07:46Z
773bb1c6-8a53-4382-afd5-e1315856785b,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T06:30:00Z,,64.67,bpm,,2026-07-03T06:30:15Z,2026-07-15T20:07:46Z
de378c76-4a89-472a-aee0-d40e27608a67,heart_rate,usr_demo_001,ring_demo_001,2026-07-03T07:00:00Z,,67.88,bpm,,2026-07-03T07:00:15Z,2026-07-15T20:07:46Z
